metric,n_control,n_treat,rate_control,rate_treat,abs_lift,rel_lift,p_value,ci_low,ci_high
retention_1,44700,45489,0.4481879194630872,0.44228274967574577,-0.005905169787341458,-0.01317565585974659,0.07440965529691913,-0.012392439449445219,0.0005820998747623034
retention_7,44700,45489,0.19020134228187918,0.18200004396667327,-0.008201298315205913,-0.043119034896460164,0.001554249975614329,-0.013281552418885546,-0.00312104421152628
